yeast_gene,species,call,hit_id,evalue,pident,coverage,reciprocal_best_hit,tier,final_call
Prp5,Tetrahymena_utriculariae,present,EIA_09626.2|CM126820.1|+|876|6.143e-257|20|288471|291932|288471[288471]:288515[288515]:45[45]|288549[288549]:288593[288593]:45[45]|288747[288747]:288788[288788]:42[42]|288848[288869]:288889[288889]:42[21]|288926[288926]:288976[288976]:51[51]|289070[289070]:289204[289204]:135[135]|289262[289262]:289345[289345]:84[84]|289394[289394]:289462[289462]:69[69]|289863[289863]:289949[289949]:87[87]|290094[290094]:290252[290252]:159[159]|290295[290295]:290393[290393]:99[99]|290418[290418]:290486[290486]:69[69]|290520[290520]:290588[290588]:69[69]|290659[290662]:290748[290748]:90[87]|290811[290817]:290954[290954]:144[138]|291123[291123]:291239[291239]:117[117]|291258[291258]:291329[291329]:72[72]|291468[291468]:291569[291569]:102[102]|291612[291612]:291746[291746]:135[135]|291837[291837]:291932[291932]:96[96],1.65e-41,30.4,0.457,True,RBH,present
Sub2,Tetrahymena_utriculariae,present,EIA_17009.1|CM126836.1|+|622|1.778e-180|7|2127|4547|2127[2127]:2183[2183]:57[57]|2318[2318]:2413[2413]:96[96]|3189[3189]:3590[3590]:402[402]|3707[3710]:3826[3826]:120[117]|4102[4114]:4161[4161]:60[48]|4225[4225]:4350[4350]:126[126]|4431[4431]:4547[4547]:117[117],3.1e-86,45.2,0.753,True,RBH,present
Prp28,Tetrahymena_utriculariae,weak_hit,EIA_09626.2|CM126820.1|+|876|6.143e-257|20|288471|291932|288471[288471]:288515[288515]:45[45]|288549[288549]:288593[288593]:45[45]|288747[288747]:288788[288788]:42[42]|288848[288869]:288889[288889]:42[21]|288926[288926]:288976[288976]:51[51]|289070[289070]:289204[289204]:135[135]|289262[289262]:289345[289345]:84[84]|289394[289394]:289462[289462]:69[69]|289863[289863]:289949[289949]:87[87]|290094[290094]:290252[290252]:159[159]|290295[290295]:290393[290393]:99[99]|290418[290418]:290486[290486]:69[69]|290520[290520]:290588[290588]:69[69]|290659[290662]:290748[290748]:90[87]|290811[290817]:290954[290954]:144[138]|291123[291123]:291239[291239]:117[117]|291258[291258]:291329[291329]:72[72]|291468[291468]:291569[291569]:102[102]|291612[291612]:291746[291746]:135[135]|291837[291837]:291932[291932]:96[96],3.56e-29,33.6,0.435,False,RBH,weak_hit
Prp40,Tetrahymena_utriculariae,absent,,,,,False,RBH,absent
Mud2,Tetrahymena_utriculariae,absent,,,,,False,RBH,absent
Msl5,Tetrahymena_utriculariae,absent,,,,,False,RBH,absent
Cus2,Tetrahymena_utriculariae,absent,,,,,False,RBH,absent
Srp1,Tetrahymena_utriculariae,present,EIA_22078.1|CM126894.1|-|461|5.198e-132|9|129857|132305|132305[132305]:132168[132168]:138[138]|132080[132080]:132021[132021]:60[60]|132002[132002]:131946[131946]:57[57]|131891[131891]:131805[131805]:87[87]|131569[131563]:131468[131468]:102[96]|130798[130789]:130631[130631]:168[159]|130393[130393]:130271[130271]:123[123]|130138[130138]:130001[130001]:138[138]|129928[129928]:129857[129857]:72[72],2.24e-10,32.3,0.303,True,RBH,present
Npl3,Tetrahymena_utriculariae,absent,,,,,False,RBH,absent
Gbp2,Tetrahymena_utriculariae,absent,,,,,False,RBH,absent
Hrb1,Tetrahymena_utriculariae,absent,,,,,False,RBH,absent
Hrp1,Tetrahymena_utriculariae,absent,,,,,False,RBH,absent
Sky1,Tetrahymena_utriculariae,present,EIA_06301.1|CM126812.1|-|541|4.299e-156|13|736580|739828|739828[739828]:739763[739763]:66[66]|739605[739605]:739543[739543]:63[63]|739482[739482]:739417[739417]:66[66]|739318[739318]:739118[739118]:201[201]|738666[738666]:738523[738523]:144[144]|738323[738323]:738261[738261]:63[63]|737696[737696]:737643[737643]:54[54]|737559[737559]:737488[737488]:72[72]|737410[737410]:737270[737270]:141[141]|737214[737214]:737146[737146]:69[69]|736948[736948]:736868[736868]:81[81]|736786[736786]:736691[736691]:96[96]|736654[736654]:736580[736580]:75[75],4.6e-20,48.1,0.106,True,RBH,present
Cwc25,Tetrahymena_utriculariae,absent,,,,,False,RBH,absent
DBR1,Tetrahymena_utriculariae,present,EIA_02360.1|CM126981.1|+|552|2.099e-159|9|483635|485162|483635[483635]:483793[483793]:159[159]|483842[483848]:483922[483922]:81[75]|483986[483986]:484039[484039]:54[54]|484091[484091]:484249[484249]:159[159]|484306[484306]:484467[484467]:162[162]|484513[484513]:484575[484575]:63[63]|484767[484767]:484832[484832]:66[66]|484888[484888]:484995[484995]:108[108]|485073[485073]:485162[485162]:90[90],1.33e-36,31.3,0.765,True,RBH,present
Mud1,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Snp1,Tetrahymena_malaccensis,present,EIA_09565.1,6.08e-07,33.3,0.25,True,RBH,present
Yhc1,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp39,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp42,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Nam8,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Snu56,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Luc7,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Snu71,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
SmB,Tetrahymena_malaccensis,present,EIA_13030.1,5.39e-14,41.8,0.5,True,RBH,present
SmD3,Tetrahymena_malaccensis,present,EIA_18055.1,3.89e-25,48.8,0.812,True,RBH,present
SmD1,Tetrahymena_malaccensis,present,EIA_23904.1,1.22e-16,40.5,0.76,True,RBH,present
SmD2,Tetrahymena_malaccensis,present,EIA_24272.1,1.62e-27,57.8,0.818,True,RBH,present
SmE,Tetrahymena_malaccensis,present,EIA_16960.1,3.52e-23,45.7,0.979,True,RBH,present
SmF,Tetrahymena_malaccensis,present,EIA_18581.1,4.26e-24,60.8,0.86,True,RBH,present
SmG,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Msl1,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Lea1,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Hsh155,Tetrahymena_malaccensis,present,EIA_13540.1,4.11e-249,48.8,0.885,True,RBH,present
Rse1,Tetrahymena_malaccensis,present,EIA_13606.1,1.86e-61,22.8,1.022,True,RBH,present
Cus1,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Hsh49,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Rds3,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Ysf3,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp9,Tetrahymena_malaccensis,present,EIA_16594.1,6.24e-38,28.7,0.77,True,RBH,present
Prp11,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
pRP21,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
LSm8,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
LSm2,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
LSm3,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
LSm4,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
LSm5,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
LSm6,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
LSm7,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp8,Tetrahymena_malaccensis,present,EIA_06616.1,0.0,61.1,0.953,True,RBH,present
Brr2,Tetrahymena_malaccensis,present,EIA_06968.1,0.0,35.3,0.912,True,RBH,present
Snu114,Tetrahymena_malaccensis,present,EIA_06561.1,7.18e-159,34.6,1.023,True,RBH,present
Dib1,Tetrahymena_malaccensis,present,EIA_14302.1,9.93e-62,61.6,0.965,True,RBH,present
Snu13,Tetrahymena_malaccensis,present,EIA_19481.1,2.29e-43,53.3,0.952,True,RBH,present
Prp31,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp3,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp4,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Snu17,Tetrahymena_malaccensis,present,EIA_09140.1,1.59e-15,41.1,0.757,True,RBH,present
Bud13,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Pml1,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp38,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Spp381,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Clf1,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Syf1,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Cef1,Tetrahymena_malaccensis,present,EIA_21263.1,3.54e-53,49.8,0.375,True,RBH,present
Prp19,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Syf2,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Snt309,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Isy1,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Bud31,Tetrahymena_malaccensis,present,EIA_11039.1,4.88e-46,48.8,1.019,True,RBH,present
Cwc2,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Cwc15,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Ecm2,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp45,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp46,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Cwc21,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Cwc22,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Cwc23,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Cwc24,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Cwc27,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp2,Tetrahymena_malaccensis,weak_hit,EIA_12409.1,1.28e-195,47.4,0.759,False,RBH,weak_hit
Spp2,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Yju2,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp17,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp22,Tetrahymena_malaccensis,present,EIA_10675.1,6.95e-281,46.9,0.873,True,RBH,present
Prp18,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Slu7,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp6,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Snu66,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Snu23,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp43,Tetrahymena_malaccensis,present,EIA_22567.1,1.89e-283,58.0,0.928,True,RBH,present
Ntr1,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Ntr2,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Prp5,Tetrahymena_malaccensis,present,EIA_09626.2,9.11e-106,40.1,0.641,True,RBH,present
Sub2,Tetrahymena_malaccensis,present,EIA_17009.1,1.96e-124,51.7,0.85,True,RBH,present
Prp28,Tetrahymena_malaccensis,present,EIA_16659.1,5.93e-88,37.8,0.818,True,RBH,present
Prp40,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Mud2,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Msl5,Tetrahymena_malaccensis,present,EIA_10697.1,1.29e-33,34.6,0.511,True,RBH,present
Cus2,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Srp1,Tetrahymena_malaccensis,present,EIA_22078.1,1.95e-20,33.1,0.334,True,RBH,present
Npl3,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Gbp2,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Hrb1,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Hrp1,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
Sky1,Tetrahymena_malaccensis,present,EIA_10756.1,6.72e-91,31.7,0.825,True,RBH,present
Cwc25,Tetrahymena_malaccensis,absent,,,,,False,RBH,absent
DBR1,Tetrahymena_malaccensis,present,EIA_02360.1,9.44e-58,36.9,0.79,True,RBH,present
Mud1,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Snp1,Tetrahymena_thermophila,present,TTHERM_00421020|RRM20,7.06e-07,33.3,0.25,True,RBH,present
Yhc1,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp39,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp42,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Nam8,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Snu56,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Luc7,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Snu71,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
SmB,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
SmD3,Tetrahymena_thermophila,present,TTHERM_00688595|Like-Sm,1.31e-25,48.8,0.812,True,RBH,present
SmD1,Tetrahymena_thermophila,present,TTHERM_01289080|Like-Sm,1.42e-16,40.5,0.76,True,RBH,present
SmD2,Tetrahymena_thermophila,present,TTHERM_01403810|Small,1.88e-27,57.8,0.818,True,RBH,present
SmE,Tetrahymena_thermophila,present,TTHERM_00467959|Small,3.17e-24,46.7,0.979,True,RBH,present
SmF,Tetrahymena_thermophila,present,TTHERM_00549645|Sm-like,4.94e-24,60.8,0.86,True,RBH,present
SmG,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Msl1,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Lea1,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Hsh155,Tetrahymena_thermophila,present,TTHERM_00529660|PRP10,1.34e-248,48.5,0.885,True,RBH,present
Rse1,Tetrahymena_thermophila,present,TTHERM_00530350|PRP12,1.94e-21,24.1,0.298,True,RBH,present
Cus1,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Hsh49,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Rds3,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Ysf3,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp9,Tetrahymena_thermophila,present,TTHERM_00649280|PRP9,1.85e-37,28.4,0.798,True,RBH,present
Prp11,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
pRP21,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
LSm8,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
LSm2,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
LSm3,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
LSm4,Tetrahymena_thermophila,present,TTHERM_00024330|Like-Sm,6.79e-09,30.4,0.492,True,RBH,present
LSm5,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
LSm6,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
LSm7,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp8,Tetrahymena_thermophila,present,TTHERM_00079300|PRP8,0.0,61.3,0.954,True,RBH,present
Brr2,Tetrahymena_thermophila,present,TTHERM_00302060|DRH34,0.0,35.5,0.912,True,RBH,present
Snu114,Tetrahymena_thermophila,present,TTHERM_00079910|Elongation,1.64e-158,34.4,1.024,True,RBH,present
Dib1,Tetrahymena_thermophila,present,TTHERM_00794280|DIM1,1.15e-61,61.6,0.965,True,RBH,present
Snu13,Tetrahymena_thermophila,present,TTHERM_00325650|Eukaryotic,2.66e-43,53.3,0.952,True,RBH,present
Prp31,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp3,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp4,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Snu17,Tetrahymena_thermophila,present,TTHERM_00353441|hypothetical,2.26e-34,53.6,0.757,True,RBH,present
Bud13,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Pml1,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp38,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Spp381,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Clf1,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Syf1,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Cef1,Tetrahymena_thermophila,present,TTHERM_01073470|Pre-mRNA,3.07e-54,50.2,0.375,True,RBH,present
Prp19,Tetrahymena_thermophila,present,TTHERM_00161050|PRP19,1.68e-19,36.9,0.258,True,RBH,present
Syf2,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Snt309,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Isy1,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Bud31,Tetrahymena_thermophila,present,TTHERM_00632821|Pre-mRNA-splicing,2.29e-45,47.5,1.019,True,RBH,present
Cwc2,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Cwc15,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Ecm2,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp45,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp46,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Cwc21,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Cwc22,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Cwc23,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Cwc24,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Cwc27,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp2,Tetrahymena_thermophila,weak_hit,TTHERM_00441760|DRH21,5.17e-196,47.7,0.755,False,RBH,weak_hit
Spp2,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Yju2,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp17,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp22,Tetrahymena_thermophila,present,TTHERM_00444310|DRH20,1.45e-280,47.1,0.854,True,RBH,present
Prp18,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Slu7,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp6,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Snu66,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Snu23,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp43,Tetrahymena_thermophila,present,TTHERM_01044780|DRH24,5.43e-284,57.8,0.924,True,RBH,present
Ntr1,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Ntr2,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Prp5,Tetrahymena_thermophila,weak_hit,TTHERM_00295100|DRH4,9.89e-77,37.0,0.529,False,RBH,weak_hit
Sub2,Tetrahymena_thermophila,present,TTHERM_00469380|DRH14,8e-125,51.4,0.859,True,RBH,present
Prp28,Tetrahymena_thermophila,present,TTHERM_00991620|DRH5,2.51e-87,39.4,0.752,True,RBH,present
Prp40,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Mud2,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Msl5,Tetrahymena_thermophila,present,TTHERM_00444570|KHD3,3.37e-31,33.9,0.477,True,RBH,present
Cus2,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Srp1,Tetrahymena_thermophila,present,TTHERM_01016220|IMA1,4.05e-21,33.7,0.334,True,RBH,present
Npl3,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Gbp2,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Hrb1,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Hrp1,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
Sky1,Tetrahymena_thermophila,present,TTHERM_00446150|Serine/Arginine-Rich,3.83e-85,34.5,0.825,True,RBH,present
Cwc25,Tetrahymena_thermophila,absent,,,,,False,RBH,absent
DBR1,Tetrahymena_thermophila,present,TTHERM_00066950|Calcineurin-like,7.53e-58,34.6,0.891,True,RBH,present
Mud1,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Snp1,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Yhc1,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Prp39,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Prp42,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Nam8,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Snu56,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Luc7,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Snu71,Oxytricha_trifallax,absent,,,,,False,RBH,absent
SmB,Oxytricha_trifallax,present,g14979\tSmall,1.28e-11,38.5,0.49,True,RBH,present
SmD3,Oxytricha_trifallax,present,g7898\tSmall,3.74e-31,53.7,0.812,True,RBH,present
SmD1,Oxytricha_trifallax,absent,,,,,False,RBH,absent
SmD2,Oxytricha_trifallax,present,g32648\tRibonucleoprotein,1.04e-29,57.3,0.809,True,RBH,present
SmE,Oxytricha_trifallax,absent,,,,,False,RBH,absent
SmF,Oxytricha_trifallax,absent,,,,,False,RBH,absent
SmG,Oxytricha_trifallax,present,g40510\tSmall,1.03e-16,48.6,0.935,True,RBH,present
Msl1,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Lea1,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Hsh155,Oxytricha_trifallax,present,g1246\tU2,1.44e-265,52.4,0.844,True,RBH,present
Rse1,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Cus1,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Hsh49,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Rds3,Oxytricha_trifallax,present,g26562\tPHD,7.69e-42,56.2,0.981,True,RBH,present
Ysf3,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Prp9,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Prp11,Oxytricha_trifallax,absent,,,,,False,RBH,absent
pRP21,Oxytricha_trifallax,absent,,,,,False,RBH,absent
LSm8,Oxytricha_trifallax,absent,,,,,False,RBH,absent
LSm2,Oxytricha_trifallax,absent,,,,,False,RBH,absent
LSm3,Oxytricha_trifallax,absent,,,,,False,RBH,absent
LSm4,Oxytricha_trifallax,absent,,,,,False,RBH,absent
LSm5,Oxytricha_trifallax,absent,,,,,False,RBH,absent
LSm6,Oxytricha_trifallax,absent,,,,,False,RBH,absent
LSm7,Oxytricha_trifallax,weak_hit,g40510\tSmall,1.86e-08,40.3,0.626,False,RBH,weak_hit
Prp8,Oxytricha_trifallax,present,g22650\tPre-mrna-processing-splicing,0.0,61.1,0.958,True,RBH,present
Brr2,Oxytricha_trifallax,present,g6866\tRNA-dependent,0.0,37.5,0.905,True,RBH,present
Snu114,Oxytricha_trifallax,weak_hit,g3292\tTranslation,1.23e-155,33.3,1.074,False,RBH,weak_hit
Dib1,Oxytricha_trifallax,present,g39539\tThioredoxin-like,2.03e-56,62.3,0.965,True,RBH,present
Snu13,Oxytricha_trifallax,present,g16313\tH/ACA,1.49e-44,58.3,0.952,True,RBH,present
Prp31,Oxytricha_trifallax,present,g35829\tU4,3.26e-33,29.0,0.656,True,RBH,present
Prp3,Oxytricha_trifallax,present,g10762\tU4/U6,1.51e-25,29.1,0.733,True,RBH,present
Prp4,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Snu17,Oxytricha_trifallax,present,g10945\tRNA-binding,2.29e-33,55.8,0.703,True,RBH,present
Bud13,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Pml1,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Prp38,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Spp381,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Clf1,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Syf1,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Cef1,Oxytricha_trifallax,present,g28485\tMYB,8.96e-53,48.3,0.393,True,RBH,present
Prp19,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Syf2,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Snt309,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Isy1,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Bud31,Oxytricha_trifallax,present,g42150\tBud,3.95e-53,51.0,1.0,True,RBH,present
Cwc2,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Cwc15,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Ecm2,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Prp45,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Prp46,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Cwc21,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Cwc22,Oxytricha_trifallax,present,g12546\tPre-mRNA-splicing,1.81e-57,28.9,0.865,True,RBH,present
Cwc23,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Cwc24,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Cwc27,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Prp2,Oxytricha_trifallax,weak_hit,g48029\tPre-mRNA-splicing,7.21e-209,50.1,0.774,False,RBH,weak_hit
Spp2,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Yju2,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Prp17,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Prp22,Oxytricha_trifallax,present,g29026\tPre-mRNA-splicing,4.39e-287,47.4,0.886,True,RBH,present
Prp18,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Slu7,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Prp6,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Snu66,Oxytricha_trifallax,absent,,,,,False,RBH,absent
Snu23,Oxytricha_trifallax,absent,,,,,False,RBH,absent
